66.196.118.36	UNKNOW
210.21.52.36	450 4.1.8 <zhaopin@asdqweq.qyt.zfk.813zy.com>: Sender address rejected:
210.21.52.36	450 4.1.8 <swrtkeran@poi.813zy.com>: Sender address rejected: Domain not
210.21.52.36	450 4.1.8 <swrtkeran@poi.813zy.com>: Sender address rejected: Domain not
60.211.253.66	UNKNOW
210.21.52.36	450 4.1.8 <swrtkeran@poi.813zy.com>: Sender address rejected: Domain not
213.33.196.210	UNKNOW
27.123.206.55	UNKNOW
122.193.106.242	450 4.1.8 <liqing@pot.ymkj.cn>: Sender address rejected: Domain not found
210.21.52.36	450 4.1.8 <zhaopin@asdqweq.qyt.zfk.813zy.com>: Sender address rejected:
58.252.108.39	450 4.1.8 <gf@torgdatc.net>: Sender address rejected: Domain not found
59.42.219.243	450 4.1.8 <yfPmgUML@jbnmggtb.com>: Sender address rejected: Domain not
114.215.139.230	504 5.5.2 <iZbp17r0ete90sZ>: Helo command rejected: need fully-qualified
114.215.139.230	504 5.5.2 <iZbp17r0ete90sZ>: Helo command rejected: need fully-qualified
124.128.248.11	UNKNOW
210.21.52.36	450 4.1.8 <swrtkeran@poi.813zy.com>: Sender address rejected: Domain not
124.133.55.61	UNKNOW
122.191.125.32	UNKNOW
220.181.15.143	UNKNOW
27.20.38.95	UNKNOW
58.100.201.198	450 4.1.8 <daapmn@seX.ebywvpmy.com>: Sender address rejected: Domain not
122.225.201.235	UNKNOW
58.252.108.39	450 4.1.8 <gf@torgdatc.net>: Sender address rejected: Domain not found
218.109.243.85	UNKNOW
210.21.52.36	450 4.1.8 <zhaopin@asdqweq.qyt.zfk.813zy.com>: Sender address rejected:
210.21.52.36	450 4.1.8 <swrtkeran@poi.813zy.com>: Sender address rejected: Domain not
58.100.3.68	450 4.1.8 <xkasqhz@altdj.gov.cn>: Sender address rejected: Domain not
58.18.33.197	UNKNOW
210.21.52.36	450 4.1.8 <zhaopin@asdqweq.qyt.zfk.813zy.com>: Sender address rejected:
118.190.43.86	504 5.5.2 <iZbp17r0ete90sZ>: Helo command rejected: need fully-qualified
220.181.12.70	UNKNOW
114.215.129.204	504 5.5.2 <iZbp17r0ete90sZ>: Helo command rejected: need fully-qualified
114.229.174.27	450 4.1.8 <ceixzlucd@ezqilf.com>: Sender address rejected: Domain not
112.5.65.111	554 5.5.1 Error: no valid recipients
210.21.52.36	450 4.1.8 <swrtkeran@poi.813zy.com>: Sender address rejected: Domain not
121.42.162.48	504 5.5.2 <iZbp17r0ete90sZ>: Helo command rejected: need fully-qualified
210.21.52.36	450 4.1.8 <swrtkeran@poi.813zy.com>: Sender address rejected: Domain not
210.21.52.36	450 4.1.8 <swrtkeran@poi.813zy.com>: Sender address rejected: Domain not
61.145.214.182	UNKNOW
218.247.144.85	554 5.5.1 Error: no valid recipients
220.181.15.135	UNKNOW
106.6.101.40	UNKNOW
139.129.234.250	504 5.5.2 <iZm5e3gf6h0znjZ>: Helo command rejected: need fully-qualified
121.13.0.60	450 4.1.8 <rpvuaxvek@lchauj.com>: Sender address rejected: Domain not
210.21.52.36	450 4.1.8 <zhaopin@asdqweq.qyt.zfk.813zy.com>: Sender address rejected:
123.58.177.169	UNKNOW
101.68.121.230	450 4.1.8 <jigjzvb@mendocino-sfsales.com>: Sender address rejected:
210.21.52.36	450 4.1.8 <swrtkeran@poi.813zy.com>: Sender address rejected: Domain not
113.78.252.73	UNKNOW
114.251.63.129	UNKNOW
210.21.52.36	450 4.1.8 <swrtkeran@poi.813zy.com>: Sender address rejected: Domain not
122.146.13.91	450 4.1.8 <admininancy@email.tingmao.com.tw>: Sender address rejected: 554 5.5.1 Error: no valid recipients
58.252.108.39	450 4.1.8 <gf@torgdatc.net>: Sender address rejected: Domain not found
210.21.52.36	450 4.1.8 <zhaopin@asdqweq.qyt.zfk.813zy.com>: Sender address rejected:
58.68.233.69	554 5.5.1 Error: no valid recipients
101.71.220.80	450 4.1.8 <drslyd@dwkkqxfi.com>: Sender address rejected: Domain not
223.4.212.142	UNKNOW
119.90.56.99	554 5.5.1 Error: no valid recipients
58.100.2.180	450 4.1.8 <mi@h_mae2a5g8s8o.com>: Sender address rejected: Domain not
117.90.42.95	450 4.1.8 <wnpy@qzpusompx.org>: Sender address rejected: Domain not found
58.100.1.48	450 4.1.8 <vgn@alrajhibolts.com>: Sender address rejected: Domain not
222.35.40.161	UNKNOW
124.90.200.128	UNKNOW
58.100.201.0	450 4.1.8 <sv@PCb.perfect-communication.dk>: Sender address rejected:
218.58.172.12	UNKNOW
218.247.144.85	554 5.5.1 Error: no valid recipients
210.21.52.36	450 4.1.8 <swrtkeran@poi.813zy.com>: Sender address rejected: Domain not
200.41.87.215	554 5.5.1 Error: no valid recipients
220.181.12.82	UNKNOW
125.76.214.138	UNKNOW
210.21.52.36	450 4.1.8 <zhaopin@asdqweq.qyt.zfk.813zy.com>: Sender address rejected:
58.100.0.95	450 4.1.8 <xefzzcomz@changgee.com>: Sender address rejected: Domain not
120.25.217.7	504 5.5.2 <iZm5e3gf6h0znjZ>: Helo command rejected: need fully-qualified
175.45.50.126	450 4.1.8 <F3RQhc@mail.ht.net.tw>: Sender address rejected: Domain not
210.21.52.36	450 4.1.8 <swrtkeran@poi.813zy.com>: Sender address rejected: Domain not
210.21.52.36	450 4.1.8 <zhaopin@asdqweq.qyt.zfk.813zy.com>: Sender address rejected:
113.18.254.138	421 4.4.2 joris.com.cn Error: timeout exceeded
210.21.52.36	450 4.1.8 <swrtkeran@poi.813zy.com>: Sender address rejected: Domain not
58.68.233.69	554 5.5.1 Error: no valid recipients
210.21.52.36	450 4.1.8 <zhaopin@asdqweq.qyt.zfk.813zy.com>: Sender address rejected:
116.207.14.1	UNKNOW
210.21.52.36	450 4.1.8 <swrtkeran@poi.813zy.com>: Sender address rejected: Domain not
59.125.143.205	UNKNOW
117.90.42.95	450 4.1.8 <ikqcnl@mzgylzet.net>: Sender address rejected: Domain not
104.152.185.180	504 5.5.2 <WIN-ICBDTHNL9T1>: Helo command rejected: need fully-qualified
202.143.125.149	504 5.5.2 <202.143.125.149>: Helo command rejected: need fully-qualified
98.138.112.38	UNKNOW
120.37.152.194	UNKNOW
210.21.52.36	450 4.1.8 <zhaopin@asdqweq.qyt.zfk.813zy.com>: Sender address rejected:
27.153.13.155	UNKNOW
121.235.159.13	UNKNOW
58.100.1.106	450 4.1.8 <jv@eb189.com>: Sender address rejected: Domain not found
122.190.107.129	UNKNOW
122.146.13.91	450 4.1.8 <admininancy@email.tingmao.com.tw>: Sender address rejected: 554 5.5.1 Error: no valid recipients
123.103.6.17	UNKNOW
220.181.15.191	UNKNOW
220.181.12.90	UNKNOW
222.66.100.14	UNKNOW
61.152.122.118	UNKNOW
14.220.234.211	UNKNOW
61.184.35.106	450 4.1.8 <www@localhost.localdomain>: Sender address rejected: Domain 554 5.5.1 Error: no valid recipients 421 4.4.2 joris.com.cn Error: timeout exceeded
58.100.201.82	UNKNOW
210.21.52.36	450 4.1.8 <swrtkeran@poi.813zy.com>: Sender address rejected: Domain not
116.236.223.147	554 5.5.1 Error: no valid recipients
202.83.206.211	451 4.3.0 Error: queue file write error
220.181.12.99	UNKNOW
124.205.94.110	554 5.5.1 Error: no valid recipients
121.235.156.91	UNKNOW
200.41.87.215	554 5.5.1 Error: no valid recipients
202.105.131.164	UNKNOW
121.42.148.87	504 5.5.2 <iZbp17r0ete90sZ>: Helo command rejected: need fully-qualified
58.47.54.153	UNKNOW
210.21.52.36	450 4.1.8 <swrtkeran@poi.813zy.com>: Sender address rejected: Domain not
220.181.12.90	UNKNOW
122.191.125.32	UNKNOW
222.184.31.26	UNKNOW
210.21.52.36	450 4.1.8 <swrtkeran@poi.813zy.com>: Sender address rejected: Domain not
210.21.52.36	450 4.1.8 <swrtkeran@poi.813zy.com>: Sender address rejected: Domain not
121.42.15.149	504 5.5.2 <iZbp17r0ete90sZ>: Helo command rejected: need fully-qualified
114.215.139.230	504 5.5.2 <iZbp17r0ete90sZ>: Helo command rejected: need fully-qualified
115.55.17.32	UNKNOW
202.203.225.72	554 5.5.1 Error: no valid recipients
202.105.131.164	UNKNOW
183.57.199.70	504 5.5.2 <?minzhong.com>: Helo command rejected: need fully-qualified
98.138.112.37	UNKNOW
210.21.52.36	450 4.1.8 <swrtkeran@poi.813zy.com>: Sender address rejected: Domain not
122.225.201.235	UNKNOW
124.205.94.110	554 5.5.1 Error: no valid recipients
183.57.199.70	504 5.5.2 <?hongguogroup.com>: Helo command rejected: need
112.238.95.242	450 4.1.8 <gfqtgpvv@djdgvqjk.org>: Sender address rejected: Domain not
210.21.52.36	450 4.1.8 <zhaopin@asdqweq.qyt.zfk.813zy.com>: Sender address rejected:
116.236.180.116	UNKNOW
139.129.234.42	504 5.5.2 <iZm5e3gf6h0znjZ>: Helo command rejected: need fully-qualified
220.181.15.135	UNKNOW
115.55.16.89	UNKNOW
122.225.201.235	UNKNOW
118.190.43.114	504 5.5.2 <iZbp17r0ete90sZ>: Helo command rejected: need fully-qualified
210.21.52.36	450 4.1.8 <swrtkeran@poi.813zy.com>: Sender address rejected: Domain not
124.205.94.110	554 5.5.1 Error: no valid recipients
98.138.112.37	UNKNOW
218.109.242.59	450 4.1.8 <fpvy@yd-aluminates.com>: Sender address rejected: Domain not
210.21.52.36	450 4.1.8 <swrtkeran@poi.813zy.com>: Sender address rejected: Domain not
111.176.78.63	UNKNOW
122.225.201.235	UNKNOW
210.21.52.36	450 4.1.8 <swrtkeran@poi.813zy.com>: Sender address rejected: Domain not
220.181.12.99	UNKNOW
220.181.15.202	UNKNOW
58.68.233.69	554 5.5.1 Error: no valid recipients
101.67.136.147	450 4.1.8 <mymdah@cdlql.com>: Sender address rejected: Domain not found
210.21.52.36	450 4.1.8 <swrtkeran@poi.813zy.com>: Sender address rejected: Domain not
221.225.210.199	UNKNOW
38.101.213.204	554 5.5.1 Error: no valid recipients
120.31.129.138	UNKNOW
116.207.10.151	UNKNOW
171.8.152.45	504 5.5.2 <zabccdeeg>: Helo command rejected: need fully-qualified
210.21.52.36	450 4.1.8 <swrtkeran@poi.813zy.com>: Sender address rejected: Domain not
74.125.82.196	554 5.5.1 Error: no valid recipients
210.21.52.36	450 4.1.8 <swrtkeran@poi.813zy.com>: Sender address rejected: Domain not
222.175.216.199	UNKNOW
121.42.148.87	504 5.5.2 <iZbp17r0ete90sZ>: Helo command rejected: need fully-qualified
218.247.144.85	554 5.5.1 Error: no valid recipients
101.67.137.35	450 4.1.8 <enuhnl@ecobanksl.com>: Sender address rejected: Domain not
119.59.126.62	554 5.5.1 Error: no valid recipients
154.118.64.1	451 4.3.0 Error: queue file write error
200.41.87.215	554 5.5.1 Error: no valid recipients
119.147.194.226	UNKNOW
220.181.15.143	UNKNOW
210.21.52.36	450 4.1.8 <swrtkeran@poi.813zy.com>: Sender address rejected: Domain not
218.15.33.11	UNKNOW
210.21.52.36	450 4.1.8 <swrtkeran@poi.813zy.com>: Sender address rejected: Domain not
202.104.116.179	UNKNOW
211.152.45.195	UNKNOW
211.252.220.33	554 5.5.1 Error: no valid recipients
211.103.220.195	UNKNOW
101.67.137.24	450 4.1.8 <sfreo@medikhsu.com>: Sender address rejected: Domain not found
124.128.248.11	UNKNOW
210.21.52.36	450 4.1.8 <swrtkeran@poi.813zy.com>: Sender address rejected: Domain not
118.144.82.134	554 5.5.1 Error: no valid recipients
60.190.199.42	UNKNOW
121.41.8.193	504 5.5.2 <iZm5e3gf6h0znjZ>: Helo command rejected: need fully-qualified
218.19.39.113	450 4.1.8 <nQMgTEce@wyzdlpfj.com>: Sender address rejected: Domain not
220.181.15.155	UNKNOW
66.196.118.240	UNKNOW
122.226.173.146	UNKNOW
14.162.168.241	554 5.5.1 Error: no valid recipients
61.184.35.106	450 4.1.8 <www@localhost.localdomain>: Sender address rejected: Domain 554 5.5.1 Error: no valid recipients
124.90.103.97	450 4.1.8 <dlu@amadsaazon.com>: Sender address rejected: Domain not found
58.100.24.10	UNKNOW
220.181.15.154	UNKNOW
112.83.75.146	UNKNOW
119.59.126.62	554 5.5.1 Error: no valid recipients
209.85.192.194	554 5.5.1 Error: no valid recipients
111.177.117.120	554 5.5.1 Error: no valid recipients
123.57.4.139	554 5.5.1 Error: no valid recipients
58.68.233.69	554 5.5.1 Error: no valid recipients
210.21.52.36	450 4.1.8 <zhaopin@asdqweq.qyt.zfk.813zy.com>: Sender address rejected:
58.100.2.153	UNKNOW
220.181.12.99	UNKNOW
123.57.4.139	554 5.5.1 Error: no valid recipients
182.100.218.27	UNKNOW
123.57.4.139	554 5.5.1 Error: no valid recipients
210.21.52.36	450 4.1.8 <zhaopin@asdqweq.qyt.zfk.813zy.com>: Sender address rejected:
218.19.39.10	UNKNOW
58.100.24.168	450 4.1.8 <rwo@shj7tgh.com>: Sender address rejected: Domain not found
124.90.201.48	UNKNOW
210.21.52.36	450 4.1.8 <zhaopin@asdqweq.qyt.zfk.813zy.com>: Sender address rejected:
124.205.94.110	554 5.5.1 Error: no valid recipients
74.125.82.193	554 5.5.1 Error: no valid recipients
14.19.158.161	450 4.1.8 <hjfQEhEF@kpgrjduo.com>: Sender address rejected: Domain not
218.19.39.113	450 4.1.8 <tDbuJBZj@fsqeeyycj.com>: Sender address rejected: Domain not
210.21.52.36	450 4.1.8 <swrtkeran@poi.813zy.com>: Sender address rejected: Domain not
218.29.128.229	554 5.5.1 Error: no valid recipients
112.83.79.148	450 4.1.8 <dyehnguwe@obiyr.org>: Sender address rejected: Domain not
27.17.36.227	554 5.5.1 Error: no valid recipients
58.100.201.97	450 4.1.8 <vyecktl@AFe.yijianmus.com>: Sender address rejected: Domain
58.100.2.184	UNKNOW
183.252.21.150	554 5.5.1 Error: no valid recipients
58.100.1.110	UNKNOW
210.21.52.36	450 4.1.8 <swrtkeran@poi.813zy.com>: Sender address rejected: Domain not
61.184.35.106	450 4.1.8 <www@localhost.localdomain>: Sender address rejected: Domain 554 5.5.1 Error: no valid recipients 421 4.4.2 joris.com.cn Error: timeout exceeded
210.21.52.36	450 4.1.8 <swrtkeran@poi.813zy.com>: Sender address rejected: Domain not
220.181.15.191	UNKNOW
222.66.100.14	UNKNOW
123.125.50.155	UNKNOW
120.236.170.179	UNKNOW
210.21.52.36	450 4.1.8 <swrtkeran@poi.813zy.com>: Sender address rejected: Domain not
211.252.220.33	554 5.5.1 Error: no valid recipients
210.21.52.36	450 4.1.8 <swrtkeran@poi.813zy.com>: Sender address rejected: Domain not
202.109.166.216	450 4.1.8 <nbf@gcwel.com>: Sender address rejected: Domain not found
209.85.218.67	554 5.5.1 Error: no valid recipients
220.181.15.196	UNKNOW
58.100.3.226	450 4.1.8 <ahb@uap.sina.com.cn>: Sender address rejected: Domain not
58.100.24.24	UNKNOW
61.184.35.106	450 4.1.8 <www@localhost.localdomain>: Sender address rejected: Domain 554 5.5.1 Error: no valid recipients 421 4.4.2 joris.com.cn Error: timeout exceeded
112.83.76.88	450 4.1.8 <bu@mxvkgdq.org>: Sender address rejected: Domain not found
221.225.210.199	450 4.1.8 <ihl@bdkjlwh.net>: Sender address rejected: Domain not found
58.100.2.94	UNKNOW
210.21.52.36	450 4.1.8 <zhaopin@asdqweq.qyt.zfk.813zy.com>: Sender address rejected:
66.196.118.37	UNKNOW
101.67.136.165	450 4.1.8 <lzyqm@e-atlas.com.tw>: Sender address rejected: Domain not
123.58.177.169	UNKNOW
220.181.12.63	UNKNOW
220.181.12.70	UNKNOW
121.42.26.164	504 5.5.2 <iZm5e3gf6h0znjZ>: Helo command rejected: need fully-qualified
121.42.15.149	504 5.5.2 <iZbp17r0ete90sZ>: Helo command rejected: need fully-qualified
210.21.52.36	450 4.1.8 <swrtkeran@poi.813zy.com>: Sender address rejected: Domain not
210.21.52.36	450 4.1.8 <swrtkeran@poi.813zy.com>: Sender address rejected: Domain not
200.41.87.215	554 5.5.1 Error: no valid recipients
210.21.52.36	450 4.1.8 <swrtkeran@poi.813zy.com>: Sender address rejected: Domain not
210.21.52.36	450 4.1.8 <swrtkeran@poi.813zy.com>: Sender address rejected: Domain not
74.125.82.195	554 5.5.1 Error: no valid recipients
220.181.15.200	UNKNOW
74.125.82.194	554 5.5.1 Error: no valid recipients
210.21.52.36	450 4.1.8 <swrtkeran@poi.813zy.com>: Sender address rejected: Domain not
113.197.37.147	UNKNOW
218.109.242.223	450 4.1.8 <zq@pfmtojd-sarl.com>: Sender address rejected: Domain not
115.55.18.255	UNKNOW
210.21.52.36	450 4.1.8 <zhaopin@asdqweq.qyt.zfk.813zy.com>: Sender address rejected:
210.21.52.36	450 4.1.8 <swrtkeran@poi.813zy.com>: Sender address rejected: Domain not
111.176.76.164	UNKNOW
116.236.160.34	UNKNOW
103.231.145.116	554 5.5.1 Error: no valid recipients
122.191.125.122	450 4.1.8 <hvjtmygq@qnswdexk.com>: Sender address rejected: Domain not
220.181.12.53	UNKNOW
101.67.136.39	UNKNOW
122.191.125.32	450 4.1.8 <bkpnqbpp@opwhxw.com>: Sender address rejected: Domain not
61.184.35.106	450 4.1.8 <www@localhost.localdomain>: Sender address rejected: Domain 554 5.5.1 Error: no valid recipients
119.59.126.62	554 5.5.1 Error: no valid recipients
210.21.52.36	450 4.1.8 <zhaopin@asdqweq.qyt.zfk.813zy.com>: Sender address rejected:
124.128.248.11	UNKNOW
116.228.40.130	554 5.5.1 Error: no valid recipients
121.12.119.110	554 5.5.1 Error: no valid recipients
118.112.188.137	554 5.5.1 Error: no valid recipients
120.26.68.202	504 5.5.2 <iZm5e3gf6h0znjZ>: Helo command rejected: need fully-qualified
220.181.15.137	UNKNOW
58.100.3.53	UNKNOW
112.83.79.148	450 4.1.8 <gttsyhqqe@iobdlb.net>: Sender address rejected: Domain not
223.252.213.136	554 5.5.1 Error: no valid recipients
121.34.5.49	UNKNOW
115.60.53.207	UNKNOW
