209.85.215.53	554 5.5.1 Error: no valid recipients
94.24.255.86	450 4.1.8 <user@bbb.chenk.ru>: Sender address rejected: Domain not found
209.85.215.45	554 5.5.1 Error: no valid recipients
58.62.200.2	UNKNOW
94.24.255.86	450 4.1.8 <user@bbb.chenk.ru>: Sender address rejected: Domain not found
209.85.215.45	554 5.5.1 Error: no valid recipients
94.24.255.86	450 4.1.8 <user@bbb.chenk.ru>: Sender address rejected: Domain not found
94.24.255.86	450 4.1.8 <user@bbb.chenk.ru>: Sender address rejected: Domain not found
94.24.255.86	450 4.1.8 <user@bbb.chenk.ru>: Sender address rejected: Domain not found
14.219.185.56	UNKNOW
209.85.215.44	554 5.5.1 Error: no valid recipients
118.178.243.8	504 5.5.2 <iZm5e3gf6h0znjZ>: Helo command rejected: need fully-qualified
94.24.255.86	450 4.1.8 <user@bbb.chenk.ru>: Sender address rejected: Domain not found
94.24.255.86	450 4.1.8 <user@bbb.chenk.ru>: Sender address rejected: Domain not found
209.85.215.54	554 5.5.1 Error: no valid recipients
58.252.108.39	450 4.1.8 <gf@torgdatc.net>: Sender address rejected: Domain not found
209.85.215.53	554 5.5.1 Error: no valid recipients
209.85.210.196	554 5.5.1 Error: no valid recipients
118.112.188.137	554 5.5.1 Error: no valid recipients
94.24.255.86	450 4.1.8 <user@bbb.chenk.ru>: Sender address rejected: Domain not found
209.85.215.50	554 5.5.1 Error: no valid recipients
94.24.255.86	450 4.1.8 <user@bbb.chenk.ru>: Sender address rejected: Domain not found
209.85.210.196	554 5.5.1 Error: no valid recipients
94.24.255.86	450 4.1.8 <user@bbb.chenk.ru>: Sender address rejected: Domain not found
59.55.17.34	UNKNOW
94.24.255.86	450 4.1.8 <user@bbb.chenk.ru>: Sender address rejected: Domain not found
94.24.255.86	450 4.1.8 <user@bbb.chenk.ru>: Sender address rejected: Domain not found
115.29.150.116	504 5.5.2 <iZbp17r0ete90sZ>: Helo command rejected: need fully-qualified
209.85.215.47	554 5.5.1 Error: no valid recipients
94.24.255.86	450 4.1.8 <user@bbb.chenk.ru>: Sender address rejected: Domain not found
94.24.255.86	450 4.1.8 <user@bbb.chenk.ru>: Sender address rejected: Domain not found
209.85.215.50	554 5.5.1 Error: no valid recipients
209.85.215.44	554 5.5.1 Error: no valid recipients
209.85.210.196	554 5.5.1 Error: no valid recipients
209.85.215.53	554 5.5.1 Error: no valid recipients
94.24.255.86	450 4.1.8 <user@bbb.chenk.ru>: Sender address rejected: Domain not found
209.85.215.54	554 5.5.1 Error: no valid recipients
209.85.215.51	554 5.5.1 Error: no valid recipients
209.85.215.45	554 5.5.1 Error: no valid recipients
116.62.38.207	504 5.5.2 <iZm5e3gf6h0znjZ>: Helo command rejected: need fully-qualified
209.85.215.54	554 5.5.1 Error: no valid recipients
94.24.255.86	450 4.1.8 <user@bbb.chenk.ru>: Sender address rejected: Domain not found
58.252.108.39	450 4.1.8 <gf@torgdatc.net>: Sender address rejected: Domain not found
209.85.210.196	554 5.5.1 Error: no valid recipients
94.24.255.86	450 4.1.8 <user@bbb.chenk.ru>: Sender address rejected: Domain not found
209.85.215.54	554 5.5.1 Error: no valid recipients
94.24.255.86	450 4.1.8 <user@bbb.chenk.ru>: Sender address rejected: Domain not found
209.85.215.45	554 5.5.1 Error: no valid recipients
94.24.255.86	450 4.1.8 <user@bbb.chenk.ru>: Sender address rejected: Domain not found
209.85.215.52	554 5.5.1 Error: no valid recipients
125.94.198.42	450 4.1.8 <pqXPUxtN@pjjeezhk.com>: Sender address rejected: Domain not
209.85.215.49	554 5.5.1 Error: no valid recipients
209.85.215.41	554 5.5.1 Error: no valid recipients
14.19.158.210	450 4.1.8 <ZtARpqgY@dzosc.com>: Sender address rejected: Domain not found
183.13.248.96	UNKNOW
209.85.210.194	554 5.5.1 Error: no valid recipients
112.83.103.55	UNKNOW
58.252.108.39	450 4.1.8 <gf@torgdatc.net>: Sender address rejected: Domain not found
94.24.255.86	450 4.1.8 <user@bbb.chenk.ru>: Sender address rejected: Domain not found
115.28.216.214	504 5.5.2 <iZbp17r0ete90sZ>: Helo command rejected: need fully-qualified
209.85.215.41	554 5.5.1 Error: no valid recipients
94.24.255.86	450 4.1.8 <user@bbb.chenk.ru>: Sender address rejected: Domain not found
94.24.255.86	450 4.1.8 <user@bbb.chenk.ru>: Sender address rejected: Domain not found
121.42.136.166	504 5.5.2 <iZbp17r0ete90sZ>: Helo command rejected: need fully-qualified
209.85.210.196	554 5.5.1 Error: no valid recipients
94.24.255.86	450 4.1.8 <user@bbb.chenk.ru>: Sender address rejected: Domain not found
209.85.215.46	554 5.5.1 Error: no valid recipients
94.24.255.86	450 4.1.8 <user@bbb.chenk.ru>: Sender address rejected: Domain not found
125.94.198.42	450 4.1.8 <GzGQvwmF@twfird.com>: Sender address rejected: Domain not
115.28.80.15	504 5.5.2 <iZm5e3gf6h0znjZ>: Helo command rejected: need fully-qualified
209.85.215.52	554 5.5.1 Error: no valid recipients
209.85.210.193	554 5.5.1 Error: no valid recipients
58.20.156.186	450 4.1.8 <srvj@welltor.com>: Sender address rejected: Domain not found
209.85.215.52	554 5.5.1 Error: no valid recipients
94.24.255.86	450 4.1.8 <user@bbb.chenk.ru>: Sender address rejected: Domain not found
209.85.215.44	554 5.5.1 Error: no valid recipients
94.24.255.86	450 4.1.8 <user@bbb.chenk.ru>: Sender address rejected: Domain not found
209.85.215.46	554 5.5.1 Error: no valid recipients
115.28.104.21	504 5.5.2 <iZbp17r0ete90sZ>: Helo command rejected: need fully-qualified
209.85.215.48	554 5.5.1 Error: no valid recipients
209.85.215.45	554 5.5.1 Error: no valid recipients
114.112.48.231	450 4.1.8 <shouhou@ewrw.piopcpp.com.cn>: Sender address rejected: Domain 554 5.5.1 Error: no valid recipients
183.11.112.138	UNKNOW
94.24.255.86	450 4.1.8 <user@bbb.chenk.ru>: Sender address rejected: Domain not found
94.24.255.86	450 4.1.8 <user@bbb.chenk.ru>: Sender address rejected: Domain not found
209.85.215.49	554 5.5.1 Error: no valid recipients
94.24.255.86	450 4.1.8 <user@bbb.chenk.ru>: Sender address rejected: Domain not found
94.24.255.86	450 4.1.8 <user@bbb.chenk.ru>: Sender address rejected: Domain not found
209.85.215.53	554 5.5.1 Error: no valid recipients
58.47.54.181	450 4.1.8 <phgh@phgh.com>: Sender address rejected: Domain not found
151.235.154.217	504 5.5.2 <151.235.156.202>: Helo command rejected: need fully-qualified
94.24.255.86	450 4.1.8 <user@bbb.chenk.ru>: Sender address rejected: Domain not found
59.55.17.34	450 4.1.8 <pcsft240@pcshelp.hlp>: Sender address rejected: Domain not
183.11.115.22	UNKNOW
14.185.178.57	504 5.5.2 <14.185.178.57>: Helo command rejected: need fully-qualified
209.85.215.49	554 5.5.1 Error: no valid recipients
209.85.215.51	554 5.5.1 Error: no valid recipients
209.85.215.43	554 5.5.1 Error: no valid recipients
209.85.215.51	554 5.5.1 Error: no valid recipients
94.24.255.86	450 4.1.8 <user@bbb.chenk.ru>: Sender address rejected: Domain not found
115.29.149.42	504 5.5.2 <iZbp17r0ete90sZ>: Helo command rejected: need fully-qualified
112.83.103.242	450 4.1.8 <gfl@siqgvbli.net>: Sender address rejected: Domain not found
113.78.252.176	UNKNOW
94.24.255.86	450 4.1.8 <user@bbb.chenk.ru>: Sender address rejected: Domain not found
209.85.215.49	554 5.5.1 Error: no valid recipients
94.24.255.86	450 4.1.8 <user@bbb.chenk.ru>: Sender address rejected: Domain not found
121.15.114.246	UNKNOW
94.24.255.86	450 4.1.8 <user@bbb.chenk.ru>: Sender address rejected: Domain not found
209.85.215.42	554 5.5.1 Error: no valid recipients
59.55.17.34	450 4.1.8 <pcsft240@pcshelp.hlp>: Sender address rejected: Domain not
221.14.122.2	UNKNOW
209.85.215.41	554 5.5.1 Error: no valid recipients
118.178.243.129	504 5.5.2 <iZm5e3gf6h0znjZ>: Helo command rejected: need fully-qualified
112.83.103.84	450 4.1.8 <ipldgwnid@lktotq.org>: Sender address rejected: Domain not
209.85.215.42	554 5.5.1 Error: no valid recipients
209.85.215.52	554 5.5.1 Error: no valid recipients
94.24.255.86	450 4.1.8 <user@bbb.chenk.ru>: Sender address rejected: Domain not found
94.24.255.86	450 4.1.8 <user@bbb.chenk.ru>: Sender address rejected: Domain not found
209.85.215.48	554 5.5.1 Error: no valid recipients
94.24.255.86	450 4.1.8 <user@bbb.chenk.ru>: Sender address rejected: Domain not found
94.24.255.86	450 4.1.8 <user@bbb.chenk.ru>: Sender address rejected: Domain not found
203.195.138.109	UNKNOW
94.24.255.86	450 4.1.8 <user@bbb.chenk.ru>: Sender address rejected: Domain not found
94.24.255.86	450 4.1.8 <user@bbb.chenk.ru>: Sender address rejected: Domain not found
94.24.255.86	450 4.1.8 <user@bbb.chenk.ru>: Sender address rejected: Domain not found
94.24.255.86	450 4.1.8 <user@bbb.chenk.ru>: Sender address rejected: Domain not found
94.24.255.86	450 4.1.8 <user@bbb.chenk.ru>: Sender address rejected: Domain not found
59.55.17.34	UNKNOW
94.24.255.86	450 4.1.8 <user@bbb.chenk.ru>: Sender address rejected: Domain not found
209.85.215.45	554 5.5.1 Error: no valid recipients
209.85.215.53	554 5.5.1 Error: no valid recipients
94.24.255.86	450 4.1.8 <user@bbb.chenk.ru>: Sender address rejected: Domain not found
209.85.215.51	554 5.5.1 Error: no valid recipients
94.24.255.86	450 4.1.8 <user@bbb.chenk.ru>: Sender address rejected: Domain not found
209.85.215.49	554 5.5.1 Error: no valid recipients
46.231.117.106	554 5.5.1 Error: no valid recipients
94.24.255.86	450 4.1.8 <user@bbb.chenk.ru>: Sender address rejected: Domain not found
94.24.255.86	450 4.1.8 <user@bbb.chenk.ru>: Sender address rejected: Domain not found
122.192.99.235	UNKNOW
122.191.125.172	UNKNOW
59.37.23.181	450 4.1.8 <aueusofn@jymzxh.com>: Sender address rejected: Domain not
94.24.255.86	450 4.1.8 <user@bbb.chenk.ru>: Sender address rejected: Domain not found
111.176.69.147	UNKNOW
94.24.255.86	450 4.1.8 <user@bbb.chenk.ru>: Sender address rejected: Domain not found
114.215.139.145	504 5.5.2 <iZbp17r0ete90sZ>: Helo command rejected: need fully-qualified
121.42.58.178	504 5.5.2 <iZbp17r0ete90sZ>: Helo command rejected: need fully-qualified
94.24.255.86	450 4.1.8 <user@bbb.chenk.ru>: Sender address rejected: Domain not found
58.252.108.39	450 4.1.8 <gf@torgdatc.net>: Sender address rejected: Domain not found
94.24.255.86	450 4.1.8 <user@bbb.chenk.ru>: Sender address rejected: Domain not found
209.85.215.43	554 5.5.1 Error: no valid recipients
209.85.215.42	554 5.5.1 Error: no valid recipients
94.24.255.86	450 4.1.8 <user@bbb.chenk.ru>: Sender address rejected: Domain not found
209.85.215.49	554 5.5.1 Error: no valid recipients
209.85.215.45	554 5.5.1 Error: no valid recipients
209.85.215.45	554 5.5.1 Error: no valid recipients
14.215.36.137	450 4.1.8 <vbd@uijfc.com>: Sender address rejected: Domain not found
221.194.108.203	UNKNOW
209.85.210.196	554 5.5.1 Error: no valid recipients
121.42.39.134	504 5.5.2 <iZbp17r0ete90sZ>: Helo command rejected: need fully-qualified
209.85.210.193	554 5.5.1 Error: no valid recipients
94.24.255.86	450 4.1.8 <user@bbb.chenk.ru>: Sender address rejected: Domain not found
209.85.215.48	554 5.5.1 Error: no valid recipients
94.24.255.86	450 4.1.8 <user@bbb.chenk.ru>: Sender address rejected: Domain not found
209.85.215.47	554 5.5.1 Error: no valid recipients
94.24.255.86	450 4.1.8 <user@bbb.chenk.ru>: Sender address rejected: Domain not found
14.19.158.202	450 4.1.8 <TmALiKzS@waimvhwcb.com>: Sender address rejected: Domain not
209.85.215.43	554 5.5.1 Error: no valid recipients
209.85.215.53	554 5.5.1 Error: no valid recipients
209.85.215.45	554 5.5.1 Error: no valid recipients
111.176.69.39	UNKNOW
209.85.215.41	554 5.5.1 Error: no valid recipients
94.24.255.86	450 4.1.8 <user@bbb.chenk.ru>: Sender address rejected: Domain not found
94.24.255.86	450 4.1.8 <user@bbb.chenk.ru>: Sender address rejected: Domain not found
209.85.210.195	554 5.5.1 Error: no valid recipients
94.24.255.86	450 4.1.8 <user@bbb.chenk.ru>: Sender address rejected: Domain not found
