218.102.62.235	UNKNOW
59.60.28.232	535 5.7.0 Error: authentication failed: authentication failure 535 5.7.0 Error: authentication failed: authentication failure 535 5.7.0 Error: authentication failed: authentication failure 535 5.7.0 Error: authentication failed: authentication failure 535 5.7.0 Error: authentication failed: authentication failure 535 5.7.0 Error: authentication failed: authentication failure 535 5.7.0 Error: authentication failed: authentication failure 535 5.7.0 Error: authentication failed: authentication failure 535 5.7.0 Error: authentication failed: authentication failure 421 4.7.0 joris.com.cn Error: too many errors
188.125.69.79	UNKNOW
94.24.255.86	450 4.1.8 <user@bbb.chenk.ru>: Sender address rejected: Domain not found
94.24.255.86	450 4.1.8 <user@bbb.chenk.ru>: Sender address rejected: Domain not found
114.215.40.138	504 5.5.2 <iZbp17r0ete90sZ>: Helo command rejected: need fully-qualified
59.60.28.232	535 5.7.0 Error: authentication failed: authentication failure 535 5.7.0 Error: authentication failed: authentication failure 535 5.7.0 Error: authentication failed: authentication failure 535 5.7.0 Error: authentication failed: authentication failure 535 5.7.0 Error: authentication failed: authentication failure 535 5.7.0 Error: authentication failed: authentication failure 535 5.7.0 Error: authentication failed: authentication failure 535 5.7.0 Error: authentication failed: authentication failure 535 5.7.0 Error: authentication failed: authentication failure 421 4.7.0 joris.com.cn Error: too many errors
94.24.255.86	450 4.1.8 <user@bbb.chenk.ru>: Sender address rejected: Domain not found
59.60.28.232	535 5.7.0 Error: authentication failed: authentication failure 535 5.7.0 Error: authentication failed: authentication failure 535 5.7.0 Error: authentication failed: authentication failure 535 5.7.0 Error: authentication failed: authentication failure 535 5.7.0 Error: authentication failed: authentication failure 535 5.7.0 Error: authentication failed: authentication failure 535 5.7.0 Error: authentication failed: authentication failure 535 5.7.0 Error: authentication failed: authentication failure 535 5.7.0 Error: authentication failed: authentication failure 421 4.7.0 joris.com.cn Error: too many errors
94.24.255.86	450 4.1.8 <user@bbb.chenk.ru>: Sender address rejected: Domain not found
223.74.42.228	UNKNOW
188.125.69.79	UNKNOW
37.251.192.163	535 5.7.0 Error: authentication failed: authentication failure 535 5.7.0 Error: authentication failed: authentication failure 535 5.7.0 Error: authentication failed: authentication failure 535 5.7.0 Error: authentication failed: authentication failure 535 5.7.0 Error: authentication failed: authentication failure 535 5.7.0 Error: authentication failed: authentication failure 535 5.7.0 Error: authentication failed: authentication failure 535 5.7.0 Error: authentication failed: authentication failure 535 5.7.0 Error: authentication failed: authentication failure 421 4.7.0 joris.com.cn Error: too many errors
94.24.255.86	450 4.1.8 <user@bbb.chenk.ru>: Sender address rejected: Domain not found
221.238.140.4	UNKNOW
93.46.248.78	503 5.5.1 Error: need MAIL command 503 5.5.1 Error: need RCPT command
211.154.163.188	450 4.1.8 <nobody@db.yiju365.com>: Sender address rejected: Domain not 554 5.5.1 Error: no valid recipients
94.24.255.86	450 4.1.8 <user@bbb.chenk.ru>: Sender address rejected: Domain not found
218.189.140.2	535 5.7.0 Error: authentication failed: authentication failure 535 5.7.0 Error: authentication failed: authentication failure 535 5.7.0 Error: authentication failed: authentication failure 535 5.7.0 Error: authentication failed: authentication failure 535 5.7.0 Error: authentication failed: authentication failure 535 5.7.0 Error: authentication failed: authentication failure 535 5.7.0 Error: authentication failed: authentication failure 535 5.7.0 Error: authentication failed: authentication failure 535 5.7.0 Error: authentication failed: authentication failure 421 4.7.0 joris.com.cn Error: too many errors
59.60.28.232	535 5.7.0 Error: authentication failed: authentication failure 535 5.7.0 Error: authentication failed: authentication failure 535 5.7.0 Error: authentication failed: authentication failure 535 5.7.0 Error: authentication failed: authentication failure 535 5.7.0 Error: authentication failed: authentication failure 535 5.7.0 Error: authentication failed: authentication failure 535 5.7.0 Error: authentication failed: authentication failure 535 5.7.0 Error: authentication failed: authentication failure 535 5.7.0 Error: authentication failed: authentication failure 421 4.7.0 joris.com.cn Error: too many errors
114.112.48.231	450 4.1.8 <shouhou@wqt.piopcpp.com.cn>: Sender address rejected: Domain 554 5.5.1 Error: no valid recipients
223.74.42.189	UNKNOW
58.100.2.59	450 4.1.8 <wsvdmt@yiazbtwf.com>: Sender address rejected: Domain not
59.60.28.232	535 5.7.0 Error: authentication failed: authentication failure 535 5.7.0 Error: authentication failed: authentication failure 535 5.7.0 Error: authentication failed: authentication failure 535 5.7.0 Error: authentication failed: authentication failure 535 5.7.0 Error: authentication failed: authentication failure 535 5.7.0 Error: authentication failed: authentication failure 535 5.7.0 Error: authentication failed: authentication failure 535 5.7.0 Error: authentication failed: authentication failure 535 5.7.0 Error: authentication failed: authentication failure 421 4.7.0 joris.com.cn Error: too many errors
